,Player,Sh,SoT,G/Sh,G/SoT,Cmp,Att_x,Cmp%,Tkl,Tkl,TklW_x,Blocks,Int_x,Tkl+Int,Clr,Err,Touches,Succ,Att_y,Succ%,Fls,Fld,Off,Crs,Int_y,TklW_y,PKwon,PKcon,OG,Won,Lost,Pos,Age,Club,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G-PK,G-PK,PK,CrdY,CrdR,Team
386,Alan Franco,0,0,,,10.0,11.0,90.9,1.0,0.0,0,0.0,2,3.0,1.0,0.0,16.0,0.0,0.0,,0,0,0,0,2,0,0.0,0.0,0,1.0,1.0,MF,23.0,1.ar Talleres,2,1,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador
387,Carlos Gruezo,0,0,,,15.0,15.0,100.0,2.0,1.0,2,0.0,0,2.0,0.0,0.0,19.0,0.0,0.0,,0,0,0,0,0,2,0.0,0.0,0,0.0,1.0,MF,27.0,1.de Augsburg,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador
388,Jeremy Sarmiento,1,1,0.0,0.0,23.0,37.0,62.2,2.0,0.0,1,0.0,1,3.0,0.0,0.0,45.0,2.0,6.0,33.3,2,2,1,5,1,1,0.0,0.0,0,2.0,1.0,"MF,FW",19.0,1.eng Brighton,3,0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador
389,José Cifuentes,1,1,0.0,0.0,33.0,44.0,75.0,2.0,0.0,2,1.0,0,2.0,1.0,0.0,53.0,0.0,0.0,,3,0,0,2,0,2,0.0,0.0,0,0.0,0.0,MF,23.0,1.us Los Angeles FC,2,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador
390,Djorkaeff Reasco,0,0,,,2.0,2.0,100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,FW,23.0,1.ar Newell's OB,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador
391,Kevin Rodríguez,2,1,0.0,0.0,,,,,,0,,0,,,,,,,,1,0,0,0,0,0,,,0,,,FW,22.0,,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador
392,Collins Fai,1,0,0.0,,99.0,146.0,67.8,5.0,3.0,2,2.0,4,9.0,7.0,0.0,169.0,0.0,2.0,0.0,4,4,0,13,4,2,0.0,0.0,0,1.0,1.0,DF,29.0,1.sa Al-Ta'ee,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Cameroon
393,Nouhou Tolo,0,0,,,83.0,109.0,76.1,8.0,3.0,5,5.0,6,14.0,10.0,0.0,148.0,1.0,5.0,20.0,3,1,0,7,6,5,0.0,0.0,0,4.0,3.0,DF,24.0,1.us Seattle,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cameroon
394,Andre-Frank Zambo Anguissa,1,1,0.0,0.0,113.0,130.0,86.9,4.0,1.0,0,2.0,5,9.0,2.0,0.0,158.0,4.0,5.0,80.0,6,4,0,2,5,0,0.0,0.0,0,4.0,0.0,MF,26.0,1.it Napoli,3,3,260.0,2.9,0.0,0.0,1.0,0.35,0.0,0.0,0.0,0.0,0.0,Cameroon
395,Eric Maxim Choupo-Moting,3,2,0.33,0.5,44.0,66.0,66.7,4.0,1.0,2,0.0,1,5.0,1.0,0.0,88.0,3.0,8.0,37.5,0,1,1,0,1,2,0.0,0.0,0,11.0,6.0,"FW,MF",33.0,1.de Bayern Munich,3,3,253.0,2.8,1.0,0.36,0.0,0.0,1.0,0.36,0.0,0.0,0.0,Cameroon
396,Bryan Mbeumo,2,2,0.0,0.0,49.0,85.0,57.6,0.0,0.0,0,1.0,1,1.0,2.0,0.0,107.0,1.0,7.0,14.3,1,8,0,12,1,0,0.0,0.0,0,5.0,9.0,"FW,MF",22.0,1.eng Brentford,3,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
397,Jean-Charles Castelletto,1,1,1.0,1.0,66.0,82.0,80.5,3.0,0.0,3,2.0,6,9.0,12.0,0.0,109.0,1.0,1.0,100.0,1,1,0,3,6,3,0.0,0.0,0,3.0,1.0,DF,27.0,1.fr Nantes,2,2,180.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,Cameroon
398,Devis Epassy,0,0,,,57.0,83.0,68.7,0.0,0.0,0,0.0,0,0.0,2.0,0.0,92.0,0.0,0.0,,0,1,0,0,0,0,0.0,0.0,0,2.0,0.0,GK,29.0,1.sa Abha,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
399,Nicolas Nkoulou,3,1,0.0,0.0,79.0,91.0,86.8,2.0,0.0,0,2.0,5,7.0,8.0,1.0,115.0,0.0,0.0,,2,2,0,0,5,0,0.0,0.0,0,2.0,4.0,DF,32.0,1.gr Aris,2,2,180.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,Cameroon
400,Karl Toko Ekambi,2,1,0.0,0.0,43.0,53.0,81.1,1.0,0.0,1,1.0,2,3.0,0.0,0.0,68.0,1.0,4.0,25.0,0,3,0,3,2,1,0.0,0.0,0,1.0,4.0,"FW,MF",29.0,1.fr Lyon,3,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
401,Pierre Kunde,5,2,0.0,0.0,38.0,49.0,77.6,4.0,0.0,2,0.0,4,8.0,4.0,0.0,71.0,0.0,1.0,0.0,3,1,0,4,4,2,0.0,0.0,0,1.0,0.0,MF,26.0,1.gr Olympiacos,2,2,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cameroon
402,Martin Hongla,1,1,0.0,0.0,49.0,61.0,80.3,0.0,0.0,0,2.0,2,2.0,3.0,0.0,73.0,2.0,3.0,66.7,1,1,1,1,2,0,0.0,0.0,0,1.0,0.0,MF,24.0,1.it Hellas Verona,2,2,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
403,Vincent Aboubakar,6,3,0.33,0.67,20.0,31.0,64.5,0.0,0.0,0,0.0,0,0.0,4.0,0.0,48.0,5.0,7.0,71.4,3,2,0,0,0,0,0.0,0.0,0,2.0,3.0,FW,30.0,1.sa Al-Nassr,3,1,142.0,1.6,2.0,1.27,1.0,0.63,2.0,1.27,0.0,2.0,1.0,Cameroon
404,Samuel Oum Gouet,0,0,,,52.0,59.0,88.1,1.0,0.0,1,0.0,0,1.0,3.0,0.0,65.0,0.0,0.0,,0,1,0,1,0,1,0.0,0.0,0,1.0,0.0,MF,24.0,1.be Mechelen,2,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
405,Moumi Ngamaleu,0,0,,,21.0,25.0,84.0,3.0,1.0,1,0.0,0,3.0,0.0,0.0,36.0,2.0,4.0,50.0,3,5,0,1,0,1,0.0,0.0,0,0.0,2.0,"FW,MF",27.0,1.ru Dynamo Mosc,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
406,Enzo Ebosse,0,0,,,34.0,38.0,89.5,4.0,1.0,2,1.0,0,4.0,5.0,0.0,49.0,0.0,0.0,,0,0,0,0,0,2,0.0,0.0,0,2.0,0.0,DF,23.0,1.it Udinese,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
407,Christopher Wooh,1,0,0.0,,25.0,31.0,80.6,1.0,1.0,0,3.0,1,2.0,6.0,0.0,45.0,0.0,0.0,,2,0,0,0,1,0,0.0,0.0,0,0.0,0.0,DF,20.0,1.fr Rennes,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
408,André Onana,0,0,,,45.0,59.0,76.3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,60.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,26.0,1.it Inter,1,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
409,Gaël Ondoua,0,0,,,17.0,19.0,89.5,2.0,1.0,1,1.0,2,4.0,0.0,0.0,25.0,0.0,0.0,,2,1,0,0,2,1,0.0,0.0,0,1.0,2.0,MF,26.0,2.de Hannover 96,2,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
410,Georges-Kévin N'Koudou,1,1,0.0,0.0,9.0,12.0,75.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,21.0,0.0,2.0,0.0,1,1,0,2,0,0,0.0,0.0,0,0.0,1.0,"FW,MF",27.0,1.tr Beşiktaş,2,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
411,Olivier Ntcham,1,1,0.0,0.0,11.0,12.0,91.7,0.0,0.0,0,0.0,0,0.0,1.0,0.0,14.0,2.0,2.0,100.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,MF,26.0,2.eng Swansea City,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
412,Christian Bassogog,0,0,,,5.0,9.0,55.6,0.0,0.0,0,0.0,1,1.0,0.0,0.0,14.0,2.0,4.0,50.0,0,1,0,2,1,0,0.0,0.0,0,0.0,0.0,MF,26.0,1.cn Shanghai Shen,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cameroon
413,Jerome Ngom Mbekeli,0,0,,,1.0,2.0,50.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,4.0,0.0,0.0,,0,0,0,2,0,0,0.0,0.0,0,1.0,0.0,MF,23.0,1.cm Colombe Sportive du Dja et Lobo,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
414,José María Giménez,3,0,0.0,,141.0,174.0,81.0,4.0,2.0,1,6.0,7,11.0,11.0,0.0,213.0,0.0,0.0,,4,3,1,2,7,1,0.0,1.0,0,8.0,3.0,DF,27.0,1.es Atlético Madrid,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
415,Sergio Rochet,0,0,,,54.0,78.0,69.2,0.0,0.0,0,0.0,0,0.0,1.0,1.0,89.0,0.0,0.0,,1,0,0,0,0,0,0.0,1.0,0,1.0,0.0,GK,29.0,1.uy Nacional,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
416,Federico Valverde,7,1,0.0,0.0,159.0,189.0,84.1,7.0,5.0,4,6.0,5,12.0,1.0,0.0,227.0,1.0,4.0,25.0,6,2,0,7,5,4,0.0,0.0,0,1.0,3.0,MF,23.0,1.es Real Madrid,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
417,Mathías Olivera,2,0,0.0,,104.0,133.0,78.2,9.0,4.0,5,9.0,2,11.0,10.0,0.0,183.0,0.0,3.0,0.0,2,3,0,6,2,5,0.0,0.0,0,6.0,4.0,DF,24.0,1.it Napoli,3,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
418,Darwin Núñez,3,1,0.0,0.0,35.0,56.0,62.5,3.0,1.0,2,2.0,0,3.0,2.0,0.0,86.0,0.0,4.0,0.0,2,3,0,4,0,2,0.0,0.0,0,5.0,10.0,FW,22.0,1.eng Liverpool,3,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
419,Rodrigo Bentancur,3,1,0.0,0.0,136.0,160.0,85.0,9.0,3.0,8,3.0,7,16.0,5.0,0.0,195.0,3.0,6.0,50.0,5,3,0,2,7,8,0.0,0.0,0,6.0,3.0,MF,24.0,1.eng Tottenham,3,3,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
420,Matías Vecino,1,1,0.0,0.0,76.0,106.0,71.7,4.0,1.0,3,6.0,4,8.0,1.0,0.0,131.0,0.0,0.0,,4,0,0,1,4,3,0.0,0.0,0,3.0,3.0,MF,30.0,1.it Lazio,3,2,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
421,Guillermo Varela,0,0,,,62.0,92.0,67.4,3.0,3.0,2,1.0,3,6.0,1.0,0.0,108.0,0.0,3.0,0.0,3,8,0,7,3,2,0.0,0.0,0,1.0,2.0,DF,29.0,1.br Flamengo,3,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
422,Facundo Pellistri,1,0,0.0,,32.0,46.0,69.6,2.0,1.0,1,1.0,0,2.0,2.0,0.0,68.0,0.0,6.0,0.0,2,2,0,3,0,1,0.0,0.0,0,0.0,6.0,"MF,FW",20.0,1.eng Manchester Utd,3,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
423,Sebastián Coates,1,0,0.0,,76.0,93.0,81.7,1.0,0.0,0,3.0,1,2.0,6.0,0.0,107.0,0.0,0.0,,2,0,0,0,1,0,0.0,0.0,0,7.0,0.0,DF,31.0,1.pt Sporting CP,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
424,Diego Godín,1,0,0.0,,87.0,103.0,84.5,0.0,0.0,0,0.0,1,1.0,9.0,0.0,116.0,0.0,0.0,,0,1,0,0,1,0,0.0,0.0,0,8.0,2.0,DF,36.0,1.ar Vélez Sarsf,2,2,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
425,Luis Suárez,2,1,0.0,0.0,25.0,40.0,62.5,1.0,0.0,0,0.0,0,1.0,2.0,0.0,52.0,2.0,3.0,66.7,0,6,1,0,0,0,0.0,0.0,0,2.0,4.0,FW,35.0,1.uy Nacional,3,2,146.0,1.6,0.0,0.0,1.0,0.62,0.0,0.0,0.0,1.0,0.0,Uruguay
426,Edinson Cavani,3,0,0.0,,27.0,37.0,73.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,45.0,1.0,1.0,100.0,0,1,1,0,0,0,0.0,0.0,0,2.0,1.0,FW,35.0,1.es Valencia,3,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
427,Giorgian De Arrascaeta,3,3,0.67,0.67,32.0,52.0,61.5,3.0,0.0,1,1.0,2,5.0,1.0,0.0,70.0,0.0,1.0,0.0,0,0,0,6,2,1,0.0,0.0,0,0.0,4.0,MF,28.0,1.br Flamengo,2,1,108.0,1.2,2.0,1.67,0.0,0.0,2.0,1.67,0.0,0.0,0.0,Uruguay
428,Martín Cáceres,0,0,,,68.0,79.0,86.1,0.0,0.0,0,0.0,0,0.0,2.0,0.0,83.0,1.0,1.0,100.0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,DF,35.0,1.us LA Galaxy,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
429,Nicolás De La Cruz,1,1,0.0,0.0,20.0,25.0,80.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0,2,0,1,0,0,0.0,0.0,0,0.0,1.0,MF,25.0,1.ar River Plate,2,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
430,Maxi Gómez,2,1,0.0,0.0,5.0,7.0,71.4,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9.0,0.0,0.0,,1,1,0,0,0,0,0.0,0.0,0,2.0,0.0,FW,25.0,1.tr Trabzonspor,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
431,Matías Viña,0,0,,,11.0,21.0,52.4,4.0,2.0,3,0.0,0,4.0,0.0,0.0,26.0,1.0,1.0,100.0,1,0,0,2,0,3,0.0,0.0,0,0.0,0.0,DF,24.0,1.it Roma,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
432,Agustín Canobbio,0,0,,,5.0,7.0,71.4,1.0,0.0,1,1.0,0,1.0,0.0,0.0,11.0,0.0,0.0,,0,1,0,0,0,1,0.0,0.0,0,0.0,1.0,MF,23.0,1.br Atl Paranaense,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
433,Aimen Dahmen,0,0,,,48.0,77.0,62.3,0.0,0.0,0,0.0,0,0.0,2.0,0.0,82.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,25.0,1.tn CS Sfaxien,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
434,Yassine Meriah,1,0,0.0,,139.0,171.0,81.3,4.0,3.0,2,5.0,1,5.0,20.0,0.0,208.0,2.0,4.0,50.0,3,1,0,2,1,2,0.0,0.0,0,5.0,6.0,DF,28.0,1.tn Espérance de Tunis,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
435,Ellyes Skhiri,2,0,0.0,,109.0,127.0,85.8,10.0,5.0,3,2.0,7,17.0,3.0,0.0,161.0,1.0,3.0,33.3,3,2,0,2,7,3,0.0,0.0,0,1.0,0.0,MF,27.0,1.de Köln,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
436,Montassar Talbi,1,1,0.0,0.0,118.0,137.0,86.1,2.0,0.0,2,7.0,2,4.0,18.0,0.0,177.0,0.0,1.0,0.0,4,2,0,0,2,2,0.0,0.0,0,8.0,9.0,DF,24.0,1.fr Lorient,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
437,Aïssa Laïdouni,2,0,0.0,,99.0,123.0,80.5,3.0,1.0,3,7.0,4,7.0,6.0,0.0,157.0,1.0,4.0,25.0,3,6,0,3,4,3,0.0,0.0,0,3.0,1.0,MF,25.0,1.hu Ferencváros,3,3,243.0,2.7,0.0,0.0,1.0,0.37,0.0,0.0,0.0,1.0,0.0,Tunisia
438,Ali Abdi,0,0,,,72.0,116.0,62.1,8.0,3.0,5,1.0,4,12.0,13.0,1.0,154.0,1.0,2.0,50.0,5,0,1,5,4,5,0.0,0.0,0,9.0,5.0,DF,28.0,2.fr Caen,3,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tunisia
439,Issam Jebali,3,1,0.0,0.0,25.0,35.0,71.4,3.0,0.0,3,1.0,0,3.0,3.0,0.0,60.0,1.0,2.0,50.0,10,2,1,2,0,3,0.0,0.0,0,2.0,15.0,FW,30.0,1.dk Odense,3,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
440,Youssef Msakni,9,2,0.0,0.0,50.0,69.0,72.5,3.0,0.0,1,2.0,0,3.0,1.0,0.0,92.0,4.0,7.0,57.1,0,4,0,2,0,1,0.0,0.0,0,3.0,6.0,"MF,FW",31.0,1.qa Al-Arabi SC,2,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
441,Dylan Bronn,1,0,0.0,,75.0,98.0,76.5,4.0,3.0,2,2.0,0,4.0,0.0,0.0,106.0,0.0,0.0,,1,1,0,0,0,2,0.0,0.0,0,2.0,4.0,DF,26.0,1.it Salernitana,2,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
442,Anis Ben Slimane,1,1,0.0,0.0,29.0,46.0,63.0,3.0,0.0,1,2.0,1,4.0,1.0,0.0,72.0,0.0,1.0,0.0,0,0,0,8,1,1,0.0,0.0,0,5.0,3.0,MF,21.0,1.dk Brøndby,2,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
443,Mohamed Dräger,4,0,0.0,,36.0,50.0,72.0,5.0,4.0,3,0.0,1,6.0,4.0,0.0,74.0,1.0,2.0,50.0,2,1,0,3,1,3,0.0,0.0,0,1.0,1.0,DF,25.0,1.ch Luzern,2,2,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
444,Naïm Sliti,1,0,0.0,,29.0,51.0,56.9,3.0,0.0,1,0.0,0,3.0,1.0,0.0,65.0,5.0,8.0,62.5,0,3,2,13,0,1,0.0,0.0,0,1.0,1.0,"MF,FW",29.0,1.sa Al-Ettifaq,2,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
445,Wajdi Kechrida,0,0,,,44.0,69.0,63.8,3.0,1.0,3,3.0,0,3.0,4.0,0.0,84.0,0.0,3.0,0.0,2,0,0,5,0,3,0.0,0.0,0,1.0,2.0,DF,26.0,1.gr Atromitos,3,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tunisia
446,Nader Ghandri,0,0,,,27.0,33.0,81.8,2.0,1.0,2,4.0,1,3.0,4.0,0.0,44.0,0.0,0.0,,0,1,1,0,1,2,0.0,0.0,0,2.0,1.0,DF,27.0,1.tn Club Africain,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
447,Ali Maâloul,0,0,,,39.0,63.0,61.9,1.0,1.0,1,2.0,0,1.0,4.0,0.0,72.0,0.0,0.0,,0,0,0,13,0,1,0.0,0.0,0,0.0,1.0,DF,32.0,1.eg Al Ahly SC,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
448,Wahbi Khazri,5,3,0.2,0.33,13.0,20.0,65.0,2.0,1.0,0,0.0,0,2.0,0.0,0.0,37.0,0.0,3.0,0.0,1,2,2,2,0,0,0.0,0.0,0,0.0,0.0,"FW,MF",31.0,1.fr Montpellier,2,1,83.0,0.9,1.0,1.08,0.0,0.0,1.0,1.08,0.0,0.0,0.0,Tunisia
449,Mohamed Ali Ben Romdhane,0,0,,,14.0,21.0,66.7,5.0,3.0,4,1.0,0,5.0,0.0,0.0,31.0,1.0,3.0,33.3,1,1,0,1,0,4,0.0,0.0,0,1.0,0.0,MF,22.0,1.tn Espérance de Tunis,1,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
450,Ferjani Sassi,1,0,0.0,,25.0,34.0,73.5,2.0,1.0,0,1.0,1,3.0,0.0,0.0,40.0,2.0,3.0,66.7,1,1,0,0,1,0,0.0,0.0,0,2.0,0.0,"MF,DF",30.0,1.qa Al Duhail SC,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tunisia
451,Taha Yassine Khenissi,1,0,0.0,,2.0,6.0,33.3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,,3,1,0,0,0,0,0.0,0.0,0,1.0,2.0,FW,30.0,1.kw Kuwait SC,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tunisia
452,Ghaylène Chaalali,0,0,,,3.0,4.0,75.0,0.0,0.0,0,1.0,2,2.0,1.0,0.0,12.0,0.0,0.0,,1,0,0,0,2,0,0.0,0.0,0,1.0,0.0,MF,28.0,1.tn Espérance de Tunis,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
453,Hannibal Mejbri,0,0,,,2.0,2.0,100.0,1.0,0.0,0,0.0,1,2.0,0.0,0.0,4.0,0.0,0.0,,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,MF,19.0,2.eng Birmingham City,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
454,Luis Chávez,10,4,0.1,0.25,99.0,139.0,71.2,1.0,1.0,0,6.0,1,2.0,3.0,0.0,171.0,2.0,6.0,33.3,3,8,0,19,1,0,0.0,0.0,0,5.0,5.0,MF,26.0,1.mx Pachuca,3,3,270.0,3.0,1.0,0.33,0.0,0.0,1.0,0.33,0.0,0.0,0.0,Mexico
455,Jesús Gallardo,1,0,0.0,,93.0,134.0,69.4,9.0,3.0,5,5.0,1,10.0,10.0,0.0,170.0,3.0,4.0,75.0,4,1,0,9,1,5,0.0,0.0,0,1.0,0.0,DF,27.0,1.mx Monterrey,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
456,César Montes,1,0,0.0,,159.0,197.0,80.7,6.0,3.0,3,0.0,2,8.0,11.0,0.0,222.0,2.0,2.0,100.0,4,0,0,0,2,3,0.0,0.0,0,7.0,5.0,DF,25.0,1.mx Monterrey,3,3,270.0,3.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,Mexico
457,Héctor Moreno,1,0,0.0,,165.0,195.0,84.6,2.0,1.0,1,2.0,1,3.0,4.0,0.0,210.0,0.0,0.0,,3,3,0,0,1,1,0.0,1.0,0,5.0,8.0,DF,34.0,1.mx Monterrey,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mexico
458,Guillermo Ochoa,0,0,,,93.0,109.0,85.3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,111.0,0.0,0.0,,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,36.0,1.mx América,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
459,Hirving Lozano,6,3,0.0,0.0,42.0,77.0,54.5,7.0,3.0,2,4.0,0,7.0,1.0,0.0,113.0,5.0,10.0,50.0,7,11,2,24,0,2,0.0,0.0,0,1.0,10.0,FW,26.0,1.it Napoli,3,3,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
460,Alexis Vega,9,2,0.0,0.0,40.0,56.0,71.4,0.0,0.0,0,1.0,1,1.0,2.0,0.0,83.0,1.0,4.0,25.0,2,6,4,6,1,0,0.0,0.0,0,1.0,5.0,FW,24.0,1.mx Guadalajara,3,3,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
461,Edson Álvarez,1,1,0.0,0.0,86.0,114.0,75.4,3.0,1.0,2,1.0,4,7.0,2.0,0.0,131.0,1.0,1.0,100.0,4,1,1,0,4,2,0.0,0.0,0,11.0,5.0,MF,24.0,1.nl Ajax,2,2,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mexico
462,Jorge Eduardo Sánchez,1,1,0.0,0.0,69.0,87.0,79.3,1.0,1.0,0,2.0,3,4.0,8.0,0.0,115.0,1.0,4.0,25.0,5,1,2,2,3,0,0.0,0.0,0,3.0,2.0,DF,24.0,1.nl Ajax,2,2,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mexico
